SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation
1768,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1769,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1770,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1771,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1772,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1773,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1774,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1775,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1776,43,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1777,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1778,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1779,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1780,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1781,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1782,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1783,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1784,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1785,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1786,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1787,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1788,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1789,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1790,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1791,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1792,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1793,48,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1794,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1795,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1796,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1797,53,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1798,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1799,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1800,32,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1801,28,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1802,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1803,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1804,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1805,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1806,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1807,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1808,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1809,75,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1810,29,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1811,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1812,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1813,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1814,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1815,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1816,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1817,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1818,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1819,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1820,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1821,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1822,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1823,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1824,32,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1825,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1826,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1827,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1828,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1829,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1830,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1831,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1832,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1833,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1834,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1835,43,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1836,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1837,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1838,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1839,27,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1840,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1841,51,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1842,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1843,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1844,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1845,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1846,30,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1847,48,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1848,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1849,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1850,25,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1851,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1852,49,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1853,77,female,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1854,73,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1855,72,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1856,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1857,63,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1858,33,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1859,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1860,54,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1861,72,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1862,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1863,64,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1864,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1865,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1866,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1867,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1868,44,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1869,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1870,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1871,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1872,46,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1873,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1874,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1875,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1876,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1877,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1878,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1879,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1880,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1881,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1882,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1883,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1884,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1885,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1886,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1887,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1888,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1889,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1890,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1891,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1892,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1893,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1894,46,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1895,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1896,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1897,37,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1898,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1899,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1900,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1901,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1902,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1903,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1904,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1905,26,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1906,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1907,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1908,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1909,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1910,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1911,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1912,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1913,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1914,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1915,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1916,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1917,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1918,33,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1919,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1920,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1921,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1922,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1923,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1924,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1925,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1926,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1927,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1928,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1929,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1930,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1931,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1932,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1933,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1934,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1935,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1936,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1937,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1938,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1939,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1940,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1941,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1942,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1943,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1944,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1945,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1946,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1947,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1948,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1949,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1950,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1951,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1952,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1953,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1954,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1955,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1956,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1957,39,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1958,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1959,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1960,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1961,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1962,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1963,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1964,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1965,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1966,56,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1967,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1968,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1969,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1970,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1971,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1972,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1973,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1974,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1975,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1976,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1977,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1978,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1979,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1980,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1981,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1982,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1983,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1984,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1985,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1986,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1987,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1988,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1989,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1990,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1991,70,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1992,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1993,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1994,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1995,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1996,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1997,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1998,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
1999,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2000,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2001,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2002,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2003,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2004,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2005,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2006,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2007,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2008,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2009,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2010,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2011,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2012,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2013,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2014,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2015,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2016,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2017,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2018,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2019,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2020,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2021,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2022,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2023,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2024,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2025,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2026,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2027,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2028,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2029,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2030,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2031,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2032,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2033,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2034,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2035,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2036,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2037,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2038,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2039,29,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2040,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2041,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2042,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2043,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2044,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2045,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2046,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2047,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2048,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2049,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2050,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2051,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2052,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2053,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2054,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2055,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2056,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2057,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2058,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2059,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2060,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2061,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2062,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2063,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2064,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2065,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2066,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2067,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2068,27,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2069,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2070,51,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2071,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2072,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2073,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2074,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2075,30,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2076,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2077,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2078,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2079,25,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2080,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
2081,49,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms supply
